,ID,Anderson_P,KS_P,ShapiroW
0,100.0,3.089015495251583e-05,2.937295067799978e-05,7.678782306613097e-24
1,101.0,0.022468161824977358,0.010125210232304454,3.526777447859786e-08
2,108.0,0.4194604075843986,0.44925450627045177,5.864905233465834e-06
3,109.0,0.6707693026949447,0.6555503111669644,3.5966547784482827e-06
4,113.0,0.024879966925772053,0.04667764677246234,7.397712542371593e-13
5,115.0,0.25365838272914354,0.44925450627045177,2.8730251511177585e-10
6,119.0,0.1559749554364914,0.14355816610478536,3.5283777833683416e-05
7,121.0,0.6192279806571227,0.8567045353837405,0.0018973441328853369
8,122.0,0.1545221033233832,0.05547862104852155,3.0916544346837327e-06
9,125.0,0.1112599640178391,0.09090010387130815,0.00039675342850387096
10,126.0,0.003707095241172756,0.005338105111631037,3.465174382242392e-13
11,127.0,0.047667401140297945,0.03911340139950617,5.9287255105289205e-09
12,128.0,0.2143243248668329,0.40310260702007866,1.3428779084279086e-06
13,130.0,0.023092657623604546,0.10629177180942284,2.877074170778105e-18
14,13.0,0.008206133326918765,0.0013295146389830112,2.1691464813580752e-13
15,143.0,7.207013404902015e+17,3.654207360750286e-24,6.326161917194387e-41
16,14.0,0.4926381820015903,0.40310260702008105,0.8075870871543884
17,145.0,0.671828215325843,0.40310260702007866,0.12166492640972137
18,146.0,0.18209030578313276,0.44925450627045177,8.190848888034452e-09
19,149.0,0.18176814490526577,0.44925450627045177,1.1029616331370562e-08
20,150.0,0.004856343175708236,0.03264195164443303,2.347261924759425e-13
21,15.0,0.09008483497861809,0.09090010387130891,7.537551027780864e-08
22,155.0,0.014712744966414443,0.018515440681510394,4.5469483733739935e-10
23,159.0,0.29183533823404856,0.49808258504771874,0.013132265768945217
24,161.0,0.02652936744984727,0.24912032165509185,2.6407107837217447e-12
25,162.0,0.03269261972789625,0.16580778180902775,1.143596393797519e-13
26,165.0,0.031133945624786444,2.3931915252947646e-13,1.756666657190864e-30
27,166.0,0.0005772812151226793,4.184540077669068e-11,6.266756964504891e-28
28,167.0,0.00018333433099178352,0.002713210366128314,1.4238578356489034e-22
29,168.0,0.0724545099363668,0.10629177180942284,6.932136809023604e-11
30,169.0,0.5153633871981671,0.49808258504772013,1.7751068298821338e-05
31,170.0,0.1897811137489104,0.4980825850477198,8.411981333722451e-09
32,171.0,0.001967479015394721,0.005338105111631003,3.691984106537474e-15
33,172.0,0.02159504865695647,0.09090010387130815,6.600979638720782e-16
34,175.0,0.016512887425250537,0.012432141728521352,5.5800176979037275e-11
35,182.0,0.0002563074477431034,0.00028605686888163485,6.231609605626159e-19
36,187.0,0.0001160846959903678,0.0002183068861607883,3.719948260707642e-18
37,188.0,2.952643460917541e-05,6.205310117634966e-06,2.482489379513111e-21
38,192.0,0.016884144748581527,0.0002183068861607883,5.548944955080515e-06
39,194.0,0.008478366205545543,0.01851544068151059,2.727445548057761e-13
40,19.0,0.5295673325277589,0.4492545062704531,0.10951805114746094
41,195.0,0.15914395457806493,0.7090913097601367,1.1199573179965228e-07
42,197.0,0.7433269172595582,0.8567045353837405,0.5562779307365417
43,200.0,0.033191869400584266,0.02713069416229015,1.5883634407742875e-09
44,201.0,0.00033237931832969545,0.00048520661180100365,1.4357604867379706e-14
45,202.0,0.41367335026636926,0.6555503111669623,1.639405766695745e-08
46,204.0,0.6275548125579523,0.4492545062704545,7.595169881824404e-05
47,205.0,0.05759865451409929,0.09090010387130891,2.399610252723505e-07
48,206.0,0.02187159377255518,0.022458470313574213,4.958125381614165e-13
49,210.0,0.0019427306623585737,0.000784513090045289,1.337233492340606e-12
50,211.0,0.2527573676831491,0.8110410183808885,2.107487240277095e-10
51,213.0,0.2362018644873321,0.549166161473506,2.457549497236755e-09
52,214.0,0.06847999344543233,0.04667764677246211,0.0004180373507551849
53,216.0,0.037547688060496236,0.009804606894927357,3.249598989896185e-07
54,218.0,0.6712213035702028,0.761365206773401,0.012434675358235836
55,219.0,0.4068083206207686,0.49808258504771874,0.00023946608416736126
56,220.0,0.2735926514385736,0.4492545062704531,1.0973818120874057e-07
57,221.0,0.3421087452052759,0.7613652067734012,4.74557367624584e-07
58,223.0,0.24633728504273184,0.09090010387130855,0.0709199532866478
59,22.0,0.3967504207163055,0.24912032165509088,7.391640338028083e-06
60,23.0,0.0013757673815444366,0.012432141728521395,2.0615389429307226e-19
61,235.0,0.1823720668891684,0.549166161473506,8.621396929697767e-09
62,237.0,0.2032875292973094,0.14355816610478536,0.00013727684563491493
63,241.0,0.019490402731030396,0.015202766669802475,2.135593376806355e-06
64,243.0,0.00888052240015222,1.1698567528628754e-05,8.060171197143973e-09
65,244.0,0.48177760859046925,0.7090913097601367,5.054175289842533e-06
66,245.0,0.016158567924346376,0.02713069416229027,6.559934373484566e-09
67,250.0,0.5517335985891547,0.7613652067734018,3.411744910408743e-05
68,251.0,0.2100744239767174,0.16497711476232368,0.0008565837051719427
69,25.0,0.07507546813276544,0.24912032165509088,0.0003910869127139449
70,255.0,0.00271099373722116,0.027130694162290223,6.766484648832801e-18
71,257.0,0.057457896002390506,0.12378167252561864,1.2116028180741978e-09
72,259.0,0.9037415048998373,0.9307144002524205,0.047001395374536514
73,264.0,0.24900894865542814,0.4492545062704545,0.046949323266744614
74,26.0,0.23508909528244715,0.16580778180902842,3.8350885915861e-06
75,268.0,0.001047519315728353,0.002713210366128314,1.5204895736166445e-15
76,270.0,0.00027737532253777286,0.0001628058088335183,3.9553918713757744e-15
77,272.0,0.18028314580154384,0.2828891626185374,2.246651129023114e-11
78,27.0,0.18473773514776737,0.12378167252561864,1.9984368918812834e-05
79,275.0,0.11670530136553352,0.16580778180902908,4.811244735947184e-09
80,278.0,0.14577172790910609,0.2828891626185374,3.970619945903309e-05
81,279.0,0.027635990066890225,0.07742034064789521,1.5176717521603322e-11
82,282.0,0.31142155971921337,0.49808258504772013,1.2677539416472428e-05
83,284.0,0.5595511900427377,0.35990286596480103,0.0003171840508002788
84,28.0,0.3125959779743581,0.35990286596479926,0.004747495520859957
85,286.0,0.06659773927370045,0.2828891626185374,1.5782719575696547e-10
86,287.0,0.07920302517631257,0.1237816725256176,2.2925573939236443e-10
87,289.0,0.1680040646258642,0.1062917718094219,3.478063348438809e-08
88,291.0,0.2356896689455835,0.24912032165509185,9.382555177239738e-09
89,294.0,0.4781966350074128,0.6555503111669629,5.663448973791674e-05
90,296.0,0.719778962359948,0.856704535383741,0.0006703276303596795
91,297.0,0.002758021583744309,0.0021182886915017416,9.58064482375941e-15
92,301.0,0.02959901519569359,0.03264195164443303,1.0576692375252605e-06
93,303.0,0.5833252435893386,0.6019152823234225,3.0614633033110294e-06
94,304.0,0.0,1.0,1.0
95,30.0,0.5106725643420646,0.49808258504772013,0.0005274386494420469
96,306.0,0.45742084666226196,0.49808258504771874,2.663055909124523e-07
97,307.0,0.00477174688982695,0.001329514638983003,4.1629250231451503e-14
98,308.0,0.4184685816700817,0.4492545062704531,0.01051489170640707
99,314.0,0.5533706885587785,0.7090913097601375,0.7732412815093994
100,31.0,0.6344273707241285,0.8110410183808892,3.4598622733028606e-05
101,316.0,0.18969089860124796,0.07742034064789591,8.541276656615082e-06
102,317.0,0.28153363846493656,0.19071029265961933,0.0007017880561761558
103,318.0,0.011729325715671963,0.027130694162290005,6.026012328019803e-11
104,320.0,0.8483741066364935,0.9571669235102979,0.018490144982933998
105,321.0,0.08405179539456262,0.01243214172852143,3.7716930819442496e-05
106,322.0,0.12858367768220505,0.44795898978490384,1.9407540019500402e-09
107,323.0,0.7579696225200316,0.8969819972425301,0.07412160933017731
108,324.0,0.06183982042812228,0.03911340139950636,2.1812825252709445e-06
109,326.0,0.2263053461745496,0.2828891626185374,0.9214189648628235
110,327.0,0.04265591277126787,0.09090010387130815,1.2878399680005259e-08
111,328.0,0.0020239438510540166,0.015202766669802489,6.792660944753164e-17
112,331.0,0.25957299876874224,0.5491661614735049,2.2225525239671917e-11
113,333.0,0.002040501569918147,0.0013295146389830112,4.55322179959694e-09
114,334.0,18.537467962599255,1.0050690861327673e-17,5.369983751390089e-34
115,33.0,0.0008274318702533442,0.0034136307392505553,1.1257464144903695e-12
116,335.0,0.07187523882888806,0.19071029265962045,9.354119701043828e-10
117,336.0,0.2095779801814994,0.16580778180902908,0.00013947764819022268
118,337.0,0.2949217491682121,0.2828891626185374,1.5524510672548786e-05
119,339.0,0.1629206059259348,0.4492545062704538,0.00011114189692307264
120,341.0,0.27538908445799026,0.3198116437605919,7.172674258981715e-07
121,342.0,0.0029956009919981912,0.01851544068151049,5.170725653202979e-11
122,343.0,0.09397753213409807,0.3599028659647987,3.1228159969032276e-07
123,34.0,8.105068411873462e-06,2.1658230751173516e-08,2.6931524501982987e-22
124,346.0,0.48452086467423366,0.3198116437605919,4.648633122883439e-08
125,347.0,1.0707420996685947e-05,2.0417674870104256e-07,4.641092051659003e-25
126,348.0,0.4316630703029306,0.6555503111669614,0.0009911054512485862
127,3.0,0.9198712037425572,0.9571669235102981,1.789451999911762e-07
128,352.0,0.0013122860849848874,0.0001256035697452887,4.7291906501989445e-11
129,353.0,0.021470385589477066,0.039113401399506274,0.01328609324991703
130,356.0,0.019025906683666348,0.010125210232304454,4.7302905663996125e-17
131,358.0,0.9924614534449148,0.9571669235102989,0.2553659677505493
132,359.0,0.01829641219841763,0.01012521023230439,1.0296854514868503e-11
133,360.0,0.0008177894863903259,0.0010396790696475065,2.2293590381410912e-14
134,361.0,0.411298937167419,0.7558876011882979,0.00028529134579002857
135,36.0,0.0002855941787296811,8.537499320243599e-06,1.0400525282856527e-14
136,366.0,7.902342199696007e-06,1.4191295190805443e-07,2.1883967076578858e-23
137,369.0,0.3270763648887078,0.6555503111669614,1.0701273822633084e-06
138,372.0,0.09604710666594084,0.03911340139950636,2.0338984541012906e-05
139,37.0,0.4717100815695745,0.24912032165509185,0.0009617828181944788
140,382.0,0.07025585141717935,0.1907102926596197,5.152928861207329e-05
141,384.0,0.20949806436867785,0.24912032165509002,1.7334961910364655e-08
142,38.0,0.009250548403092938,0.003413630739250534,1.9971207620983478e-07
143,386.0,0.10142069818812277,0.07742034064789591,2.8055483198841102e-05
144,387.0,0.026986052017850325,0.07742034064789556,2.4482809442977205e-12
145,388.0,0.85392887857555,0.8949389262910756,0.1359439194202423
146,391.0,0.26201442543534326,0.35990286596479987,3.91064816085418e-07
147,393.0,0.00684770638753514,0.010153900494662216,3.522895300131501e-12
148,394.0,0.1649359111040473,0.1237816725256176,0.0016002058982849121
149,399.0,0.14643500436116605,0.10629177180942284,3.876618211506866e-05
150,41.0,0.40416968486510113,0.5491661614735065,0.016322189942002296
151,42.0,0.003117050024056445,0.00028605686888163485,3.5322845343133125e-11
152,43.0,0.039704824375511136,0.16580778180902858,1.98075913310225e-11
153,4.0,3.358070109191116e-05,0.0001256035697452887,3.074903047967805e-19
154,46.0,0.05765056019705956,0.21843248443050478,7.495252418721066e-09
155,47.0,0.04726293434667181,0.1237816725256176,2.7510379391193496e-11
156,48.0,0.6570339210072157,0.8969819972425301,4.5742332144271813e-10
157,49.0,11265552356.815683,1.6945930539949578e-19,4.707938261673773e-33
158,50.0,0.0047073994196395064,0.018635955403807518,5.042862002850904e-16
159,53.0,0.003802156091545184,0.00427744491524331,4.60846031474782e-12
160,54.0,0.004124210718353461,0.002713210366128314,6.931007850985438e-11
161,5.0,0.9177782303053161,0.8567045353837416,0.0006928493967279792
162,58.0,0.07014904067525689,0.06567117973706273,1.0676950296328869e-05
163,59.0,0.13679705121946326,0.40310260702007966,1.0607950629015761e-10
164,60.0,1563067560652.3044,2.4587191272654343e-25,3.198603147875971e-33
165,61.0,0.0011289817328584177,0.0016932526305024132,2.4372450750859496e-18
166,62.0,2.1323819588655748e-05,1.169856752862886e-05,3.987602008857892e-22
167,63.0,0.511211078701788,0.6019152823234225,1.5193842850536043e-09
168,66.0,0.053048578009418354,0.03911340139950617,5.204075819165155e-07
169,70.0,0.00010208605506453716,0.0013295146389830207,1.0501951296045729e-20
170,71.0,0.0052542468725872895,0.002713210366128314,4.6429649014356755e-10
171,73.0,0.0673339259939752,0.05547862104852155,8.309946224471787e-07
172,75.0,0.4353074188783991,0.4980825850477198,0.009375782683491707
173,77.0,0.16588392368946103,0.35990286596479987,5.044737008574884e-06
174,80.0,0.5654170635394568,0.856704535383741,6.17791613422014e-07
175,81.0,0.24476832855274455,0.4492545062704529,1.6153710313826508e-10
176,84.0,0.16671694243652674,0.190710292659619,5.8763191645994084e-08
177,8.0,0.23710842577477256,0.5491661614735077,0.0018047074554488063
178,89.0,4661000240.836756,2.341212090768764e-21,6.666970494322149e-34
179,92.0,0.12892539852394588,0.14355816610478483,1.7943935745279305e-05
180,93.0,0.6531849591816775,0.49808258504771946,0.14576837420463562
181,94.0,0.0009792150182199866,0.0027132103661282802,3.5440795682904555e-21
182,95.0,1.6397778989272178e+57,7.616836099742941e-41,1.7302926553119154e-38
183,99.0,1.8356425460604066e-05,4.4919106836576305e-06,1.9566537337287058e-20
